Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(E)-1,5,7-Tribromo-6,8-dichloro-2,6-dimethyloct-3-en-2-ol",,,
Rhododendron molle derived diterpenoids,rhodomollein XXI,,,
Rhododendron molle derived diterpenoids,rhodomollein XXII,,,
Rhododendron molle derived diterpenoids,rhodomollein XXIII,,,
Rhododendron molle derived diterpenoids,seco-rhodomollone,,,
Stevia rebaudiana derived Diterpene Glycosides,12-Î±-[(2-O-Î²-d-glucopyranosyl-Î²-d-glucopyranosyl)oxy]ent-kaur-16-en-19-oic acid Î²-d-glucopyranosyl ester,,,
Stevia rebaudiana derived Diterpene Glycosides,13-[(O-Î²-d-glucopyranosyl)oxy]ent-kaur-16-en-19-oic acid 2-O-Î²-d-glucopyranosyl-Î²-d-glucopyranosyl ester,,,
Tabercarpamines,Tabercarpamine A,,,
Tabercarpamines,Tabercarpamine B,,,
Tabercarpamines,Tabercarpamine C,,,
Tabercarpamines,Tabercarpamine D,,,
Tabercarpamines,Tabercarpamine E,,,
Tabercarpamines,Tabercarpamine F,,,
Tabercarpamines,Tabercarpamine G,,,
Tabercarpamines,Tabercarpamine H,,,
Tabercarpamines,Tabercarpamine I,,,
Tabercarpamines,Tabercarpamine J,,,
trichoethers,trichoether A,,,
trichoethers,trichoether B,,,
trichoethers,trichoether C,,,
trichoethers,trichoether D,,,
3-epi-xestoaminol C,3-epi-xestoaminol C,,,
Acantholactam and Pre-neo-kauluamine,Acantholactam,,,
Acantholactam and Pre-neo-kauluamine,Pre-neo-kauluamine,,,
amphidinols,amphidinol 18 CD3OD,,,
amphidinols,amphidinol 18 CD3OD_C5D5N,,,
amphidinols,amphidinol 19,,,
anmindenols,anmindenol A,,,
anmindenols,anmindenol B,,,
austalides,13-deacetoxyaustalide I,,,
austalides,13-deoxyaustalide Q acid,,,
austalides,13-O-deacetylaustalide I,,,
austalides,17-O-demethylaustalide B,,,
austalides,17S-dihydroaustalide K,,,
austalides,austalide H acid butyl ester,,,
austalides,austalide H acid,,,
austalides,austalide P acid butyl ester,,,
austalides,austalide P acid,,,
austalides,austalide Q acid,,,
Balticidins,Balticidin A,,,
Balticidins,Balticidin B,,,
Balticidins,Balticidin C,,,
Brachydins,Brachydin A,,,
Brachydins,Brachydin B,,,
Brachydins,Brachydin C,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,coscinolactam C,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,coscinolactam D,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,coscinolactam E,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,coscinolactam F,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,coscinolactam G,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,deacyl irciniasulfonic acid C,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,"N,N-dimethyl-1,3-dimethylherbipoline salt",,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,sodium deacyl irciniasulfonate D,,,
Coscinoderma sp. derived suvanines and deacl irciniasulfonic acids,"suvanine N,N-dimethyl-1,3-dimethylherbipoline salt",,,
cystargamide,cystargamide1,,,
cystargamide,cystargamide2,,,
Dretamycins,Dihydro-dretamycin,,,
Dretamycins,"dretamycin, potassium salt ",,,
Dretamycins,N-Methyl-N-oxo-3-carbamyl-5-methoxycarbonyl-2-pyrroline,,,
Euphorantins,Euphorantin A,,,
Euphorantins,Euphorantin B,,,
Euphorantins,Euphorantin C,,,
Euphorantins,Euphorantin D,,,
Euphorantins,Euphorantin E,,,
Euphorantins,Euphorantin F,,,
Euphorantins,Euphorantin G,,,
Euphorantins,Euphorantin H,,,
Euphorantins,Euphorantin I,,,
Euphorantins,Euphorantin J,,,
Euphorantins,Euphorantin K,,,
Euphorantins,Euphorantin L,,,
Euphorantins,Euphorantin M,,,
Euphorantins,Euphorantin N,,,
Euphorantins,Euphorantin O,,,
Euphorantins,Euphorantin P,,,
Euphorantins,Euphorantin Q,,,
Euphorantins,Euphorantin R,,,
heteroscyphins,heteroscyphin A,,,
heteroscyphins,heteroscyphin B,,,
heteroscyphins,heteroscyphin C,,,
heteroscyphins,heteroscyphin D,,,
Oxirapentyns,acremin S,,,
Oxirapentyns,isariketide,,,
Oxirapentyns,oxirapentyn F,,,
Oxirapentyns,oxirapentyn G,,,
Oxirapentyns,oxirapentyn H,,,
Oxirapentyns,oxirapentyn I,,,
Oxirapentyns,oxirapentyn J,,,
Oxirapentyns,oxirapentyn K,,,
phyllanthusmins,phyllanthusmin D,,,
phyllanthusmins,phyllanthusmin E,,,
Pittocaulon filare derived sespquiterpenes,1,,,
Pittocaulon filare derived sespquiterpenes,10,,,
Pittocaulon filare derived sespquiterpenes,2,,,
Pittocaulon filare derived sespquiterpenes,3,,,
Pittocaulon filare derived sespquiterpenes,6,,,
Pittocaulon filare derived sespquiterpenes,7a,,,
Pittocaulon filare derived sespquiterpenes,8,,,
Pittocaulon filare derived sespquiterpenes,8a,,,
Pittocaulon filare derived sespquiterpenes,9,,,
Pittocaulon filare derived sespquiterpenes,9a,,,
Preussiadins,Preussiadin A,,,
Preussiadins,Preussiadin A1,,,
Preussiadins,Preussiadin B,,,
Schisandra glaucescens derived lignans,"(7â€²R,8â€²S)-3,4-Dimethoxy-3â€²,4â€²-methylenedioxy-7,8-seco-7,7â€²-epoxylignan-7,8-dione",,,
Schisandra glaucescens derived lignans,"(7â€²R,8â€²S)-3,4-Methylenedioxy-3â€²,4â€²-dimethoxy-7,8-seco-7,7â€²-epoxylignan-7,8-dione",,,
Schisandra glaucescens derived lignans,"(8R,8â€²R)-9-O-(6â€²-O-Î±-l-Arabinofuranosyl)-Î²-d-glucopyranosyldihydrocubebin",,,
Schisandra glaucescens derived lignans,"(8R,8â€²R)-9-O-Î²-d-Glucopyranosylpiperphilippinin VI (4a) and (8R,8â€²R)-9â€²-O-Î²-d-glucopyranosylpiperphilippinin VI",,,
thielavialides,thielavialide A,,,
thielavialides,thielavialide B,,,
thielavialides,thielavialide C,,,
thielavialides,thielavialide D,,,
thielavialides,thielavialide E,,,
1-Alaninechlamydocin,1-Alaninechlamydocin,,,
Cirsium japonicum var. australe derived acetylenic phenylacrylic acid ester,Cirsium japonicum var. australe derived acetylenic phenylacrylic acid ester,,,
Dammarane Triterpenes,"6Î±,20(S),24(S)-trihydroxydammar-3,12-dione-25-ene",,,
Dammarane Triterpenes,"6Î±,20(S),25-trihydroxydammar-3,12-dione-23-ene",,,
garciesculentones and garciesculenxanthone,garciesculentone A,,,
garciesculentones and garciesculenxanthone,garciesculentone B,,,
garciesculentones and garciesculenxanthone,garciesculentone C R,,,
garciesculentones and garciesculenxanthone,garciesculentone C S,,,
garciesculentones and garciesculenxanthone,garciesculentone C,,,
garciesculentones and garciesculenxanthone,garciesculentone D R,,,
garciesculentones and garciesculenxanthone,garciesculentone D S,,,
garciesculentones and garciesculenxanthone,garciesculentone D,,,
garciesculentones and garciesculenxanthone,garciesculentone E R,,,
garciesculentones and garciesculenxanthone,garciesculentone E S,,,
garciesculentones and garciesculenxanthone,garciesculentone E,,,
garciesculentones and garciesculenxanthone,garciesculenxanthone A,,,
Hyalis argentea derived terpenoids,Hyalis argentea derived terpenoid 1,,,
Hyalis argentea derived terpenoids,Hyalis argentea derived terpenoid 2,,,
Hyalis argentea derived terpenoids,Hyalis argentea derived terpenoid 3,,,
Hyalis argentea derived terpenoids,Hyalis argentea derived terpenoid 4,,,
Metachelins,DA monomannoside,,,
Metachelins,Metachelin A CD3OD,,,
Metachelins,Metachelin A CD3OH,,,
Metachelins,Metachelin A D2O with GaIII,,,
Metachelins,Metachelin A DMSO,,,
Metachelins,Metachelin B CD3OD,,,
Metachelins,Metachelin B DMSO,,,
Metachelins,NADC N-oxide,,,
Metachelins,NADC,,,
N-demethylglypetelotine,N-demethylglypetelotine,,,
Peltodoris atromaculata derived fulvinols,fulvindione,,,
Peltodoris atromaculata derived fulvinols,fulvinone,,,
Peltodoris atromaculata derived fulvinols,hydroxy-dehydro-iso-fulvinol,,,
Peltodoris atromaculata derived fulvinols,iso-fulvinol,,,
Scoparia dulcis derived diterpnoids,(7S)-4-epi-7-hydroxyscoparic acid A,,,
Scoparia dulcis derived diterpnoids,4-epi-7Î±-hydroxydulcinodal-13-one,,,
Scoparia dulcis derived diterpnoids,4-epi-7Î±-O-acetylscoparic acid A,,,
Scoparia dulcis derived diterpnoids,7Î±-hydroxyscopadiol,,,
Scoparia dulcis derived diterpnoids,"7Î±-O-acetyl-8,17Î²-epoxyscoparic acid A",,,
Scoparia dulcis derived diterpnoids,dulcinodal-13-one,,,
Scoparia dulcis derived diterpnoids,neo-dulcinol,,,
solidagol,solidagol,,,
Spongiapyridine and Spongians,17-hydroxy-4-epi-spongialactone A,,,
Spongiapyridine and Spongians,"18-nor-3,17-dihydroxyspongia-3,13(16),14-trien-2-one",,,
Spongiapyridine and Spongians,"18-nor-3,5,17-trihydroxyspongia-3,13(16),14-trien-2-one",,,
Spongiapyridine and Spongians,spongiapyridine CD3OD,,,
Spongiapyridine and Spongians,spongiapyridine CD3OH,,,
stemphylanthranols,stemphylanthranol A,,,
stemphylanthranols,stemphylanthranol B,,,
uralsaponins,uralsaponin M,,,
uralsaponins,uralsaponin N,,,
uralsaponins,uralsaponin O,,,
uralsaponins,uralsaponin P,,,
uralsaponins,uralsaponin Q,,,
uralsaponins,uralsaponin R,,,
uralsaponins,uralsaponin S,,,
uralsaponins,uralsaponin T,,,
uralsaponins,uralsaponin U,,,
uralsaponins,uralsaponin V,,,
uralsaponins,uralsaponin W,,,
uralsaponins,uralsaponin X,,,
uralsaponins,uralsaponin Y,,,
(7aS,8aS)-Gnemonoside A,"(7aS,8aS)-Gnemonoside A",,
Brocazines,brocazine A,,,
Brocazines,brocazine B,,,
Brocazines,brocazine C,,,
Brocazines,brocazine D,,,
Brocazines,brocazine E,,,
Brocazines,brocazine F,,,
cinncassiols,16-O-Î²-d-glucopyranosyl-19-deoxycinncassiol G,,,
cinncassiols,18-hydroxyperseanol,,,
cinncassiols,cinncassiol F,,,
cinncassiols,cinncassiol G,,,
hypogeamycins,hypogeamycin A DMSO,,,
hypogeamycins,hypogeamycin B,,,
hypogeamycins,hypogeamycin C,,,
hypogeamycins,hypogeamycin D,,,
hypogeamycins,hypogeamycins A in CD3OD,,,
iboga-type alkaloids,(7S)-3-oxoibogaine hydroxyindolenine,,,
iboga-type alkaloids,19-epi-5-oxovoacristine,,,
iboga-type alkaloids,ervaoffines A CD3OD,,,
iboga-type alkaloids,ervaoffines A DMSO,,,
iboga-type alkaloids,ervaoffines B,,,
iboga-type alkaloids,ervaoffines C,,,
iboga-type alkaloids,ervaoffines D,,,
iboga-type alkaloids,"ibogaine-5,6-dione",,,
indimicins and lynamicins,indimicin A,,,
indimicins and lynamicins,indimicin B,,,
indimicins and lynamicins,indimicin C,,,
indimicins and lynamicins,indimicin D,,,
indimicins and lynamicins,indimicin E,,,
indimicins and lynamicins,lynamicin F,,,
indimicins and lynamicins,lynamicin G,,,
Lithocarpic acids,lithocarpic acid A,,,
Lithocarpic acids,lithocarpic acid B,,,
Lithocarpic acids,lithocarpic acid C,,,
Lithocarpic acids,lithocarpic acid D,,,
Lithocarpic acids,lithocarpic acid E,,,
Lithocarpic acids,lithocarpic acid F,,,
Lithocarpic acids,lithocarpic acid G,,,
Lithocarpic acids,lithocarpic acid H,,,
Lithocarpic acids,lithocarpic acid I,,,
Lithocarpic acids,lithocarpic acid J,,,
Lithocarpic acids,lithocarpic acid K,,,
Lithocarpic acids,lithocarpic acid L,,,
Lithocarpic acids,lithocarpic acid M,,,
Lithocarpic acids,lithocarpic acid N,,,
macaosides,macaoside A,,,
macaosides,macaoside B,,,
macaosides,macaoside C,,,
macaosides,macaoside D,,,
macaosides,macaoside E,,,
macaosides,macaoside F,,,
macaosides,macaoside G,,,
macaosides,macaoside H,,,
macaosides,macaoside I,,,
macaosides,macaoside J,,,
macaosides,macaoside K,,,
macaosides,macaoside L,,,
macaosides,macaoside M,,,
macaosides,macaoside N,,,
macaosides,macaoside O,,,
macaosides,macaoside P,,,
macaosides,macaoside Q,,,
macaosides,macaoside R,,,
manglisins,manglisin A,,,
manglisins,manglisin B,,,
manglisins,manglisin C,,,
manglisins,manglisin D,,,
manglisins,manglisin E,,,
manglisins,manglisin F,,,
manglisins,manglisin G,,,
myrothecols,myrothecol A,,,
myrothecols,myrothecol B,,,
myrothecols,myrothecol C,,,
myrothecols,myrothecol D,,,
myrothecols,myrothecol E,,,
myrothecols,myrothecol F,,,
p-hydroxybenzylmalonic acid,p-hydroxybenzylmalonic acid 2,,,
p-hydroxybenzylmalonic acid,p-hydroxybenzylmalonic acid 7,,,
sarcoehrendins,"(5Z,9Î±,11Î±,13E,15S)-11,15-bis(acetoxy)-9-hydroxyprosta-5,13-dien-1-oic acid methyl ester",,,
sarcoehrendins,"(5Z,9Î±,11Î±,13E,15S)-11,18-Bis(acetoxy)-9,15-dihydroxyprosta-5,13-dien-1-oic acid",,,
sarcoehrendins,"9,11,15-triacetoxy PGF2Î± methyl ester",,,
sarcoehrendins,"9Î±,15Î±-diacetoxy-11Î±-hydroxy-5Z,13E-prostadienoic acid methyl ester",,,
sarcoehrendins,"methyl 11Î±,l8-diacetoxy-9Î±,15(S)-dihydroxy-5-cis-13-trans-prostadienoate hydrolysis",,,
sarcoehrendins,"methyl 11Î±,l8-diacetoxy-9Î±,15(S)-dihydroxy-5-cis-13-trans-prostadienoate",,,
sarcoehrendins,sarcoehrendin A,,,
sarcoehrendins,sarcoehrendin B,,,
sarcoehrendins,sarcoehrendin C,,,
sarcoehrendins,sarcoehrendin D hydrolysis,,,
sarcoehrendins,sarcoehrendin D,,,
sarcoehrendins,sarcoehrendin E,,,
sarcoehrendins,sarcoehrendin F,,,
sarcoehrendins,sarcoehrendin G,,,
sarcoehrendins,sarcoehrendin H,,,
sarcoehrendins,sarcoehrendin I,,,
sarcoehrendins,sarcoehrendin J,,,
Trichormamides,Trichormamide A,,,
Trichormamides,Trichormamide B,,,
Walsura yunanensis derived limonoids,"(24S,25R)-cycloartane-3Î²,24,25,26-tetrol in C5D5N",,,
Walsura yunanensis derived limonoids,"(24S,25R)-cycloartane-3Î²,24,25,26-tetrol in CDCl3",,,
Walsura yunanensis derived limonoids,"11Î²-hydroxy-1,2-dihydroisowalsuranolide",,,
Walsura yunanensis derived limonoids,"11Î²-hydroxy-1Î±-methoxy-1,2-dihydroisowalsuranolide",,,
Walsura yunanensis derived limonoids,11Î²-hydroxy-23-O-methylwalsuranolide,,,
Walsura yunanensis derived limonoids,11Î²-hydroxyisowalsuranolide,,,
Walsura yunanensis derived limonoids,"1Î±,11Î²-dihydroxy-1,2-dihydroisowalsuranolide ",,,
Walsura yunanensis derived limonoids,walsuranolide B,,,
Walsura yunanensis derived limonoids,yunnanol A,,,
Walsura yunanensis derived limonoids,yunnanolide A,,,
Walsura yunanensis derived limonoids,yunnanolide B,,,
xenortide D,xenortide D,,,
6-deoxy-13-hydroxy-8,11-dione-dihydrogranaticins,"6-deoxy-13-hydroxy-8,11-dione-dihydrogranaticin A",,
6-deoxy-13-hydroxy-8,11-dione-dihydrogranaticins,"6-deoxy-13-hydroxy-8,11-dione-dihydrogranaticin B",,
aaptamine derivatives,1,,,
aaptamine derivatives,2,,,
aaptamine derivatives,3,,,
aaptamine derivatives,4,,,
aaptamine derivatives,5,,,
aaptamine derivatives,6,,,
aaptamine derivatives,7,,,
aaptamine derivatives,8,,,
aaptamine derivatives,9,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanol A,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanol B,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside A,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside B,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside C,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside D,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside E,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside F,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside G,,,
cimifoetidanols and cimifoetidanosides,cimifoetidanoside H,,,
Cornusoside and Cornolactones,Cornolactone A,,,
Cornusoside and Cornolactones,Cornolactone B,,,
Cornusoside and Cornolactones,Cornolactone C,,,
Cornusoside and Cornolactones,Cornolactone D,,,
Cornusoside and Cornolactones,Cornusoside A,,,
Flemingins,deoxyhomoflemingin,,,
Flemingins,flemingin B,,,
Flemingins,flemingin C,,,
Flemingins,flemingin G,,,
Flemingins,flemingin H,,,
Flemingins,flemingin I,,,
Flemingins,flemingin J,,,
Flemingins,flemingin K,,,
Flemingins,flemingin L,,,
Flemingins,flemingin M,,,
Flemingins,flemingin N,,,
Flemingins,flemingin O,,,
Flemingins,flemingin P,,,
Lajollamycins,lajollamycin B,,,
Lajollamycins,lajollamycin C,,,
Lajollamycins,lajollamycin D,,,
Lajollamycins,lajollamycin,,,
monoacylglyceryltrimethylhomoserine,MDN-0104,,,
Notolutesins,E,,,
Notolutesins,notolutesin A,,,
Notolutesins,notolutesin B,,,
Notolutesins,notolutesin C,,,
Notolutesins,notolutesin D,,,
Notolutesins,notolutesin F,,,
Notolutesins,notolutesin G,,,
Notolutesins,notolutesin H,,,
Notolutesins,notolutesin I,,,
Notolutesins,notolutesin J,,,
tenacissimoside E,tenacissimoside E,,,
Xylorumphiins,Xylorumphiin E,,,
Xylorumphiins,Xylorumphiin F,,,
Xylorumphiins,Xylorumphiin G,,,
Xylorumphiins,Xylorumphiin H,,,
Xylorumphiins,Xylorumphiin I,,,
Xylorumphiins,Xylorumphiin J,,,
Xylorumphiins,Xylorumphiin K,,,
(Â±)-Quassidines,(Â±)-Quassidines I,,,
(Â±)-Quassidines,(Â±)-Quassidines J,,,
Batatins,Batatin IX,,,
Batatins,Batatin VIII,,,
Batatins,Batatin X,,,
Batatins,Batatin XI,,,
abiespirones,abiespirone A R,,,
abiespirones,abiespirone B R,,,
abiespirones,abiespirone C R,,,
abiespirones,abiespirone D R,,,
abiespirones,abiespirone E R,,,
abiespirones,abiespirone F R,,,
abiespirones,abiespirone G R,,,
clavatadine A,unpurified synthetic clavatadine A,,,
Denhaminols,Denhaminol A,,,
Denhaminols,Denhaminol B,,,
Denhaminols,Denhaminol C,,,
Denhaminols,Denhaminol D,,,
Denhaminols,Denhaminol E,,,
Denhaminols,Denhaminol F,,,
Denhaminols,Denhaminol G,,,
Denhaminols,Denhaminol H,,,
erinacerins,erinacerin C in CD3OD,,,
erinacerins,erinacerin C in DMSO,,,
erinacerins,erinacerin D in CD3OD,,,
erinacerins,erinacerin D in DMSO,,,
erinacerins,erinacerin E,,,
erinacerins,erinacerin F,,,
erinacerins,erinacerin G,,,
erinacerins,erinacerin H,,,
erinacerins,erinacerin i,,,
erinacerins,erinacerin J,,,
erinacerins,erinacerin K,,,
erinacerins,erinacerin L,,,
giffonins,giffonin A,,,
giffonins,giffonin B,,,
giffonins,giffonin C,,,
giffonins,giffonin D,,,
giffonins,giffonin E,,,
giffonins,giffonin F,,,
giffonins,giffonin G,,,
giffonins,giffonin H,,,
giffonins,giffonin I,,,
Ilicicolinic acids ilicicolinal,ilicicolinal,,,
Ilicicolinic acids ilicicolinal,Ilicicolinic acid C,,,
Ilicicolinic acids ilicicolinal,Ilicicolinic acid D,,,
jalapinoside,jalapinoside,,,
Serjanioside and Serjanone,Serjanioside D,,,
Serjanioside and Serjanone,Serjanone A,,,
(+)-cyrillins,(+)-cyrillin A,,,
(+)-cyrillins,(+)-cyrillin B,,,
7-prenylisatin,7-prenylisatin,,,
Actinoramides,25-epi-Actinoramide A,,,
Actinoramides,Actinoramide D,,,
Actinoramides,Actinoramide E,,,
Actinoramides,Actinoramide F,,,
Alkaloids from Pandanus amaryllifolius,5(E)-pandamarilactonine-32,,,
Alkaloids from Pandanus amaryllifolius,N-acetylnorpandamarilactonine A ,,,
Alkaloids from Pandanus amaryllifolius,N-acetylnorpandamarilactonine B,,,
Alkaloids from Pandanus amaryllifolius,pandalactonine ,,,
Alkaloids from Pandanus amaryllifolius,pandalizine A,,,
Alkaloids from Pandanus amaryllifolius,pandalizine B,,,
Alkaloids from Pandanus amaryllifolius,pandamarilactone 2,,,
Alkaloids from Pandanus amaryllifolius,pandamarilactone 3,,,
Alkaloids from Pandanus amaryllifolius,pandanmenyamine ,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,1,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,13 and 14 mixture,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,3,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,5,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,6,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,7,,,
Angucyclines and Angucyclinones from Streptomyces sp. CB01913,8,,,
Aspertetranones,Aspertetranone A in acetone,,,
Aspertetranones,Aspertetranone A in pyridine,,,
Aspertetranones,Aspertetranone B,,,
Aspertetranones,Aspertetranone C,,,
Aspertetranones,Aspertetranone D,,,
boscartins,boscartin A,,,
boscartins,boscartin B,,,
boscartins,boscartin C,,,
boscartins,boscartin D,,,
boscartins,boscartin E,,,
boscartins,boscartin F,,,
boscartins,boscartin G,,,
boscartins,boscartin H,,,
boscartins,Incensole oxide,,,
caesalsappanins,caesalsappanin A,,,
caesalsappanins,caesalsappanin B,,,
caesalsappanins,caesalsappanin C,,,
caesalsappanins,caesalsappanin D,,,
caesalsappanins,caesalsappanin E,,,
caesalsappanins,caesalsappanin F,,,
caesalsappanins,caesalsappanin G,,,
