Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
Alternaria sp. derived metabolites,pyrenochaetic acid E,,,
Alternaria sp. derived metabolites,pyrenochaetic acid F,,,
Alternaria sp. derived metabolites,pyrenochaetic acid G,,,
Alternaria sp. derived metabolites,pyrenochaetic acid H,,,
andinin A,andinin A,,,
aquaterins,aquaterin I,,,
aquaterins,aquaterin II,,,
aquaterins,aquaterin III,,,
aquaterins,aquaterin VI,,,
aquaterins,aquaterin VII,,,
aquaterins,aquaterin VIII,,,
aquaterins,aquaterin X,,,
aquaterins,aquaterin XI,,,
autumnalamides,autumnalamide CD3OD,,,
autumnalamides,autumnalamide in DMSO,,,
bionectriols,bionectriols B,,,
bionectriols,bionectriols C,,,
bionectriols,bionectriols D,,,
cannabifolins,cannabifolins A,,,
cannabifolins,cannabifolins B,,,
cannabifolins,cannabifolins C,,,
cannabifolins,cannabifolins D,,,
cannabifolins,cannabifolins E,,,
cannabifolins,cannabifolins F,,,
eurifoloids,eurifoloid A,,,
eurifoloids,eurifoloid B,,,
eurifoloids,eurifoloid D,,,
eurifoloids,eurifoloid E,,,
eurifoloids,eurifoloid I,,,
eurifoloids,eurifoloid K,,,
eurifoloids,eurifoloid M,,,
eurifoloids,eurifoloid N,,,
eurifoloids,eurifoloid O,,,
eurifoloids,eurifoloid P,,,
eurifoloids,eurifoloid Q,,,
indazole type alkaloids,17-O-(Î²-d-glucopyranosyl)-4-O-methylnigellidine,,,
indazole type alkaloids,nigelanoid,,,
nocatriones,nocatrione A,,,
nocatriones,nocatrione B,,,
oxeatamides,iso-oxeatamide A,,,
oxeatamides,oxeatamide A 23-methyl ester,,,
oxeatamides,oxeatamide A,,,
oxeatamides,oxeatamide B,,,
oxeatamides,oxeatamide C,,,
oxeatamides,oxeatamide D,,,
oxeatamides,oxeatamide E,,,
oxeatamides,oxeatamide F,,,
oxeatamides,oxeatamide G,,,
Waltheriones,Waltherione H,,,
Waltheriones,Waltherione I,,,
Waltheriones,Waltherione L,,,
wenyujinins,wenyujinin A,,,
wenyujinins,wenyujinin B CDCl3,,,
wenyujinins,wenyujinin B DMSO,,,
wenyujinins,wenyujinin C,,,
wenyujinins,wenyujinin D,,,
wenyujinins,wenyujinin E,,,
wenyujinins,wenyujinin F C5D5N,,,
wenyujinins,wenyujinin F CD3OD,,,
wenyujinins,wenyujinin G,,,
wenyujinins,wenyujinin H CD3OD,,,
wenyujinins,wenyujinin H DMSO,,,
wenyujinins,wenyujinin I,,,
wenyujinins,wenyujinin J,,,
wenyujinins,wenyujinin K,,,
wenyujinins,wenyujinin L CD3OD,,,
wenyujinins,wenyujinin L CDCl3,,,
Acanthopanax gracilistylus derived di or tri terpenoids,ent-kaurane titerpenoid 4,,,
Acanthopanax gracilistylus derived di or tri terpenoids,ent-pimarane titerpenoid 1,,,
Acanthopanax gracilistylus derived di or tri terpenoids,ent-pimarane titerpenoid 2,,,
Acanthopanax gracilistylus derived di or tri terpenoids,ent-pimarane titerpenoid 3,,,
Acanthopanax gracilistylus derived di or tri terpenoids,ent-pimarane titerpenoid 7,,,
Acanthopanax gracilistylus derived di or tri terpenoids,oleanane triterpene acid 9,,,
Azaspiracids,AZA33,,,
Azaspiracids,AZA34,,,
bistenuifolins,bistenuifolin A,,,
bistenuifolins,bistenuifolin B,,,
bistenuifolins,bistenuifolin C,,,
bistenuifolins,bistenuifolin D,,,
bistenuifolins,bistenuifolin E,,,
bistenuifolins,bistenuifolin F,,,
bistenuifolins,bistenuifolin G,,,
bistenuifolins,bistenuifolin H,,,
bistenuifolins,bistenuifolin I,,,
bistenuifolins,bistenuifolin J,,,
bistenuifolins,bistenuifolin K,,,
bistenuifolins,bistenuifolin L,,,
bistenuifolins,bistenuifolin M,,,
borrelidin B,borrelidin B,,,
borrelidin B,N-acetyl borrelidin B,,,
daldinones,daldinone E,,,
daldinones,epoxide containing daldinone E,,,
Dihydrochalcones,dihydrochalcone 1,,,
Dihydrochalcones,dihydrochalcone 2,,,
Dihydrochalcones,dihydrochalcone 3,,,
Dihydrochalcones,dihydrochalcone 4,,,
Diplopimarane,diplopimarane,,,
eupenici compounds,eupenicinicol A,,,
eupenici compounds,eupenicisirenin A,,,
eupenici compounds,eupenicisirenin B,,,
Nannozinones and Sorazinones,Nannozinon A,,,
Nannozinones and Sorazinones,Nannozinon B,,,
Nannozinones and Sorazinones,Sorazinon B,,,
notoethers and notoincisols,notoethers A,,,
notoethers and notoincisols,notoethers B,,,
notoethers and notoincisols,notoethers C,,,
notoethers and notoincisols,notoethers D,,,
notoethers and notoincisols,notoethers E,,,
notoethers and notoincisols,notoethers F,,,
notoethers and notoincisols,notoethers G,,,
notoethers and notoincisols,notoethers H,,,
notoethers and notoincisols,notoincisol A,,,
notoethers and notoincisols,notoincisol B,,,
notoethers and notoincisols,notoincisol C,,,
Palmyrolide A,Palmyrolide A 1,,,
Palmyrolide A,Palmyrolide A 2,,,
Palmyrolide A,Palmyrolide A 7,,,
Palmyrolide A,Palmyrolide A 8,,,
Plakinamines,Plakinamine N,,,
Plakinamines,Plakinamine O,,,
prenylated xanthones and benzophenones,benzophenone derivative 5,,,
prenylated xanthones and benzophenones,benzophenone derivative 6,,,
prenylated xanthones and benzophenones,xanthone derivative 1,,,
prenylated xanthones and benzophenones,xanthone derivative 2,,,
prenylated xanthones and benzophenones,xanthone derivative 3,,,
prenylated xanthones and benzophenones,xanthone derivative 4,,,
pyrrolocins,pyrrolocins A,,,
pyrrolocins,pyrrolocins B,,,
pyrrolocins,pyrrolocins C,,,
rakicidins,"3-Hydroxy-2,4,16-trimethyl heptadicanoic acid",,,
rakicidins,Acetylated Htha (R)-PGME amide,,,
rakicidins,Acetylated Htha (S)-PGME amide,,,
rakicidins,Htha (R)-PGME amide,,,
rakicidins,Htha (S)-PGME amide,,,
rakicidins,Rakicidin E,,,
rakicidins,seco-tetrahydrorakicidin A methyl ester,,,
rakicidins,seco-tetrahydrorakicidin A,,,
rakicidins,tetrahydrorakicidin A,,,
Swielimonoids,Swielimonoid A,,,
Swielimonoids,Swielimonoid B,,,
Swielimonoids,Swielimonoid C,,,
Swielimonoids,Swielimonoid D,,,
Swielimonoids,Swielimonoid E,,,
Swielimonoids,Swielimonoid F,,,
(-)-Hopeaphenol Permethyl Ether(4)in CD3OD,(-) Hopeaphenol Permethyl Ehter,,,
(-)-Hopeaphenol Permethyl Ether(4)in CD3OD,(-)-Hopeaphenol Permethyl Ether in CD3OD,,,
anithiactins,anithiactin A structure,,,
anithiactins,anithiactin A,,,
euphosquamosins,euphosquamosin A,,,
euphosquamosins,euphosquamosin B,,,
euphosquamosins,euphosquamosin C,,,
Heliopsis helianthoides var. scabra lignans,1,,,
Heliopsis helianthoides var. scabra lignans,2,,,
Heliopsis helianthoides var. scabra lignans,Heliopsis helianthoides var. scabra lignans,,,
jiangrines,Jiangolide,,,
jiangrines,Jiangrine A oxidized,,,
jiangrines,Jiangrine A,,,
jiangrines,Jiangrine B,,,
jiangrines,Jiangrine C and D,,,
jiangrines,Jiangrine E,,,
jiangrines,Jiangrine F,,,
jiangrines,"jiangrines Aâ€“E (1â€“5), one indolizine derivative, jiangrine F (7), and one glycolipid, jiangolide (8)",,,
strobilanthosides,Strobilanthoside A,,,
strobilanthosides,Strobilanthoside B,,,
strobilanthosides,Strobilanthoside C,,,
Torreyunlignans,Torreyunlignan A decomposed structure,,,
Torreyunlignans,Torreyunlignan A decomposed,,,
Torreyunlignans,Torreyunlignan A structure,,,
Torreyunlignans,Torreyunlignan A,,,
Torreyunlignans,Torreyunlignan B structure,,,
Torreyunlignans,Torreyunlignan B,,,
Torreyunlignans,Torreyunlignan C structure,,,
Torreyunlignans,Torreyunlignan C,,,
Torreyunlignans,Torreyunlignan D structure,,,
Torreyunlignans,Torreyunlignan D,,,
valderramenol,valderramenol A structure,,,
valderramenol,valderramenol A,,,
valderramenol,valderramenol B structure,,,
valderramenol,valderramenol B,,,
(+)-Cristatumin C and homodimers,np400969u_si_001_é¡µé¢_1,,,
(+)-Cristatumin C and homodimers,np400969u_si_001_é¡µé¢_2,,,
(+)-Cristatumin C and homodimers,np400969u_si_001_é¡µé¢_3,,,
Aspewentins,Aspewentin A,,,
Aspewentins,Aspewentin B,,,
Aspewentins,Aspewentin C,,,
chandonanones,chandonanone A,,,
chandonanones,chandonanone B,,,
chandonanones,chandonanone C,,,
chandonanones,chandonanone D,,,
chandonanones,chandonanone E,,,
chandonanones,chandonanone F,,,
Dermacozines,dermacozine H,,,
Dermacozines,dermacozine I,,,
Dermacozines,dermacozine J (H-C13),,,
Dermacozines,dermacozine J (H-N15),,,
Dysideanones,Dysideanone A,,,
Dysideanones,Dysideanone B,,,
Dysideanones,Dysideanone C,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"(20R)-15Î±,29-Dihydroxylupan-3-one",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"(20R)-30-Norlupane-3Î±,20-diol",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,(20R)-3Î±-Hydroxylupan-29-oic acid,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"(20R)-7Î²,29-Dihydroxylupan-3-one",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,(20S)-3-Oxolupan-29-oic acid,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,(20S)-3Î±-Acetoxylupan-29-oic acid,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,(20S)-3Î±-Hydroxylupan-29-oic acid,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"15Î±,30-Dihydroxylup-20(29)-en-3-one",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"3Î±,28-Dihydroxy-30-norlupan-20-one",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"3Î±-Acetoxy-28,30-dihyroxylup-20(29)-ene",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,3Î±-Acetoxy-28-hydroxy-30-norlupan-20-one,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,3Î±-Hydroxy-28-acetoxy-30-norlupan-20-one,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"3Î±-Hydroxy-30-norlupan-18(19)-ene-20,21-dione",,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,3Î±-Hydroxylup-20(29)-en-30-al,,,
Euonymus carnosus derived Lupane Triterpenoids Euonymus carnosus,"7Î²,30-Dihydroxylup-20(29)-en-3-one",,,
heronamides,diacetate of heronamide F,,,
heronamides,heronamide D,,,
heronamides,heronamide E,,,
heronamides,heronamide F,,,
Penicillipyrones,Penicillipyrone A,,,
Penicillipyrones,Penicillipyrone B,,,
Pipecolidepsins,Pipecolidepsin A,,,
Pipecolidepsins,Pipecolidepsin B,,,
polygonumosides,polygonumoside A,,,
polygonumosides,polygonumoside B,,,
polygonumosides,polygonumoside C,,,
polygonumosides,polygonumoside D,,,
pulmonarins,pulmonarin A,,,
pulmonarins,pulmonarin B,,,
pulmonarins,synthetic pulmonarin B,,,
Streptomyces regensis derived Cyanohydrin Phosphonate,(2-acetamido-1-hydroxyethyl)phosphonic acid,,,
Streptomyces regensis derived Cyanohydrin Phosphonate,"(2-acetamidoethyl)phosphonic acid, and (2-acetamido-1-hydroxyethyl)phosphonic mixture",,,
Streptomyces regensis derived Cyanohydrin Phosphonate,(cyano(hydroxy)methyl)phosphonic acid,,,
Streptomyces regensis derived Cyanohydrin Phosphonate,synthetic (2-acetamidoethyl)phosphonic acid,,,
teuvissides,teuvisside A,,,
teuvissides,teuvisside B,,,
teuvissides,teuvisside C,,,
teuvissides,teuvisside D,,,
teuvissides,teuvisside E,,,
teuvissides,teuvisside F,,,
teuvissides,teuvisside G,,,
teuvissides,teuvisside H,,,
viniphenol A,viniphenol A,,,
Altersolanols,Altersolanol (R)-Methoxyphenylacetate,,,
Altersolanols,Altersolanol P,,,
aphanamixoids,aphanamixoid C,,,
aphanamixoids,aphanamixoid D,,,
aphanamixoids,aphanamixoid E,,,
aphanamixoids,aphanamixoid F,,,
aphanamixoids,aphanamixoid G,,,
aphanamixoids,aphanamixoid H,,,
aphanamixoids,aphanamixoid I,,,
aphanamixoids,aphanamixoid J,,,
aphanamixoids,aphanamixoid K,,,
aphanamixoids,aphanamixoid L,,,
aphanamixoids,aphanamixoid M,,,
aphanamixoids,aphanamixoid N,,,
aphanamixoids,aphanamixoid O,,,
aphanamixoids,aphanamixoid P,,,
Azaridachta indica derived limonoids,1,,,
Azaridachta indica derived limonoids,2,,,
Azaridachta indica derived limonoids,4,,,
Azaridachta indica derived limonoids,5,,,
Azaridachta indica derived limonoids,6,,,
Azaridachta indica derived limonoids,7,,,
Azaridachta indica derived limonoids,8,,,
Azaridachta indica derived limonoids,9,,,
balgacyclamides,balgacyclamide A CDCl3,,,
balgacyclamides,balgacyclamide A DMSO,,,
balgacyclamides,balgacyclamide B,,,
balgacyclamides,balgacyclamide C,,,
Dichotomomyces cejpii derived compounds,27-O-Methylasporyzin C,,,
Dichotomomyces cejpii derived compounds,Emindole SB beta-mannoside,,,
Dichotomomyces cejpii derived compounds,Emindole SB,,,
Dichotomomyces cejpii derived compounds,JBIR-03,,,
eurycomalide C,eurycomalide C,,,
licorisoflavan C impure,licorisoflavan C impure,,,
manuleosides and manucorymbosides,manucorymboside I,,,
manuleosides and manucorymbosides,manucorymboside III,,,
manuleosides and manucorymbosides,manuleoside B,,,
manuleosides and manucorymbosides,manuleoside C,,,
manuleosides and manucorymbosides,manuleoside E,,,
manuleosides and manucorymbosides,manuleoside G,,,
manuleosides and manucorymbosides,manuleoside H,,,
NULL,np500016z_si_001_é¡µé¢_1,,,
NULL,np500016z_si_001_é¡µé¢_2,,,
NULL,np500016z_si_001_é¡µé¢_3,,,
NULL,np500016z_si_001_é¡µé¢_4,,,
NULL,np500016z_si_001_é¡µé¢_5,,,
NULL,np500016z_si_001_é¡µé¢_6,,,
NULL,np500016z_si_001_é¡µé¢_7,,,
NULL,np500016z_si_001_é¡µé¢_8,,,
Spergula fallax derived glycosides,1,,,
Spergula fallax derived glycosides,1a,,,
Spergula fallax derived glycosides,2,,,
Spergula fallax derived glycosides,2a,,,
Spergula fallax derived glycosides,3,,,
Spergula fallax derived glycosides,4,,,
Stylissamides,Stylissamide G,,,
Stylissamides,Stylissamide H,,,
Tetrapterys mucronata derived compounds,"2,6-Dihydroxy-9,10-dihydrophenanthrene",,,
Tetrapterys mucronata derived compounds,"2,6-Phenanthrenediol",,,
Tetrapterys mucronata derived compounds,"7-Methyl-2,6-phenanthrenediol",,,
Tetrapterys mucronata derived compounds,Mucronatin A,,,
Tetrapterys mucronata derived compounds,Mucronatin B,,,
Tetrapterys mucronata derived compounds,Nudiposide-9â€²-dihydroxybenzoic acid,,,
withahisolides,withahisolide A,,,
withahisolides,withahisolide B,,,
withahisolides,withahisolide C,,,
withahisolides,withahisolide D,,,
withahisolides,withahisolide E,,,
withahisolides,withahisolide F,,,
withahisolides,withahisolide G,,,
withahisolides,withahisolide H,,,
withahisolides,withahisolide I,,,
Zuelaguidins,Zuelaguidin A,,,
Zuelaguidins,Zuelaguidin B,,,
Zuelaguidins,Zuelaguidin C,,,
Zuelaguidins,Zuelaguidin D,,,
Zuelaguidins,Zuelaguidin E,,,
Zuelaguidins,Zuelaguidin F,,,
Zuelaguidins,Zuelaguidin G,,,
Zuelaguidins,Zuelaguidin H,,,
6-Deoxytetrodotoxin,6-Deoxytetrodotoxin,,,
Ageratina jocotepecana derived Labdane Diterpenes,"(+)-(5S,10S,13S)-labd-8-en-15-oate",,,
Ageratina jocotepecana derived Labdane Diterpenes,"(+)-(5S,8R,9R,10S,13R)-8-hydroxylabdan-15-oate",,,
Ageratina jocotepecana derived Labdane Diterpenes,"(+)-(5S,8R,9R,10S,13R)-8-hydroxylabdan-15-oic acid",,,
Ageratina jocotepecana derived Labdane Diterpenes,"methyl (+)-(5S,10S,13R)-labd-8-en-15-oate",,,
Ageratina jocotepecana derived Labdane Diterpenes,"methyl (â€“)-(5S,9S,10S,13S)-labd-7-en-15-oate",,,
amooramides,amooramide A,,,
amooramides,amooramide B,,,
amooramides,amooramide C,,,
amooramides,amooramide D,,,
amooramides,amooramide E,,,
amooramides,amooramide F,,,
amooramides,amooramide G,,,
amooramides,amooramide H,,,
amooramides,amooramide I,,,
amooramides,amooramide J,,,
amooramides,amooramide K,,,
amooramides,amooramide L,,,
Antroquinonols,"(E)-6-((1R,2R,6R)-2-Hydroxy-3,4-dimethoxy-6-methyl-5-oxocyclohex-3-enyl)-4-methylhex-3-enoic Acid",,,
Antroquinonols,"(E)-6-((1R,2R,6R)-2-Hydroxy-3,4-dimethoxy-6-methyl-5-oxocyclohex-3-enyl)-4-methylhex-4-enoic Acid",,,
berberrubines,berberrubine enol,,,
berberrubines,berberrubine quinoid,,,
Campechic Acids,Campechic Acid A ,,,
Campechic Acids,Campechic Acid B ,,,
Campechic Acids,Methylated Campechic Acid A,,,
Campechic Acids,Methylated Campechic Acid B ,,,
Campechic Acids,Oxidative Degradated Methylated Campechic Acid A 6,,,
Campechic Acids,Oxidative Degradated Methylated Campechic Acid A 7,,,
chaiyaphumines,chaiyaphumine A,,,
chaiyaphumines,chaiyaphumine B,,,
chaiyaphumines,chaiyaphumine C,,,
chaiyaphumines,chaiyaphumine D,,,
clauemargines,clauemargine A,,,
clauemargines,clauemargine B,,,
clauemargines,clauemargine C,,,
clauemargines,clauemargine D,,,
clauemargines,clauemargine E,,,
clauemargines,clauemargine F,,,
clauemargines,clauemargine G,,,
clauemargines,clauemargine H,,,
clauemargines,clauemargine I,,,
clauemargines,clauemargine J,,,
clauemargines,clauemargine K,,,
clauemargines,clauemargine L,,,
crotonolides,12-deoxycrotonolide H,,,
crotonolides,crotonolide A,,,
crotonolides,crotonolide B and isocrotonolide B,,,
crotonolides,crotonolide C and isocrotonolide C,,,
crotonolides,crotonolide D and isocrotonolide D,,,
crotonolides,crotonolide E,,,
crotonolides,crotonolide F,,,
crotonolides,crotonolide G,,,
crotonolides,crotonolide H,,,
crotonolides,crotonolide I,,,
crotonolides,crotonolide J,,,
Cynatratoside B,Cynatratoside B,,,
Ebractenoids,Ebractenoid A,,,
Ebractenoids,Ebractenoid B,,,
Ebractenoids,Ebractenoid C,,,
Ebractenoids,Ebractenoid D,,,
Ebractenoids,Ebractenoid E,,,
Ebractenoids,Ebractenoid F,,,
Ebractenoids,Ebractenoid G,,,
Ebractenoids,Ebractenoid H,,,
Ebractenoids,Ebractenoid I,,,
Ebractenoids,Ebractenoid J,,,
endophenazines,"5-(2-Hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid",,,
endophenazines,"5-Acetyl-5,10-dihydrophenazine-1-carboxylic acid",,,
endophenazines,endophenazine A1,,,
endophenazines,endophenazine F,,,
endophenazines,endophenazine G,,,
Ganoderma cochlear derived Triterpenoids,cochlate A,,,
Ganoderma cochlear derived Triterpenoids,cochlate B,,,
Ganoderma cochlear derived Triterpenoids,fornicatin D,,,
Ganoderma cochlear derived Triterpenoids,fornicatin E,,,
Ganoderma cochlear derived Triterpenoids,fornicatin F,,,
Ganoderma cochlear derived Triterpenoids,ganodercochlearin A,,,
Ganoderma cochlear derived Triterpenoids,ganodercochlearin B,,,
Ganoderma cochlear derived Triterpenoids,ganodercochlearin C,,,
lagopsins,"14-diene-6Î²,9Î±-diol",,,
lagopsins,lagopsin A,,,
lagopsins,lagopsin B,,,
lagopsins,lagopsin C or 15-epi-lagopsins C,,,
lagopsins,lagopsin D or 15-epi-lagopsins D,,,
lagopsins,lagopsin E,,,
lagopsins,lagopsin F,,,
lagopsins,lagopsin G,,,
lagopsins,lagopsin H,,,
Mansoins A,Mansoins A,,,
marsupellins,(âˆ’)-ent-12Î²-Hydroxylongipinan-3-one,,,
marsupellins,marsupellin A,,,
marsupellins,marsupellin B,,,
marsupellins,marsupellin C,,,
marsupellins,marsupellin D,,,
marsupellins,marsupellin E,,,
marsupellins,marsupellin F,,,
Nigelladines,Nigelladine A,,,
Nigelladines,Nigelladine B,,,
Nigelladines,Nigelladine C,,,
oblongifolins,oblongifolin J,,,
oblongifolins,oblongifolin K,,,
oblongifolins,oblongifolin L,,,
oblongifolins,oblongifolin M,,,
oblongifolins,oblongifolin N,,,
oblongifolins,oblongifolin O,,,
oblongifolins,oblongifolin P,,,
oblongifolins,oblongifolin Q,,,
oblongifolins,oblongifolin QR,,,
oblongifolins,oblongifolin QS,,,
oblongifolins,oblongifolin R,,,
oblongifolins,oblongifolin S,,,
oblongifolins,oblongifolin T,,,
oblongifolins,oblongifolin TR,,,
oblongifolins,oblongifolin TS,,,
oblongifolins,oblongifolin U,,,
pheniphenones,pheniphenone B,,,
pheniphenones,pheniphenone C,,,
pheniphenones,pheniphenone D,,,
preussin B,preussin B,,,
pyrenophoric acid,pyrenophoric acid,,,
Salvia mirzayanii derived Manoyloxide Sesterterpenoids,"(4R,5R,8R,9R,10S,13S,14S)-14-Hydroxymanoyloxide-15,17-dien-15(Z)-16,19-olide",,,
sordarins,sordarin C,,,
sordarins,sordarin D,,,
sordarins,sordarin E,,,
sordarins,sordarin F,,,
Spiromastixones,Methanolyzed Spiromastixone A,,,
Spiromastixones,Methanolyzed Spiromastixone B,,,
Spiromastixones,Methanolyzed Spiromastixone C,,,
Spiromastixones,Methanolyzed Spiromastixone D,,,
Spiromastixones,Methanolyzed Spiromastixone E,,,
Spiromastixones,Methanolyzed Spiromastixone F,,,
Spiromastixones,Methanolyzed Spiromastixone G,,,
Spiromastixones,Methanolyzed Spiromastixone H,,,
Spiromastixones,Methanolyzed Spiromastixone I,,,
Spiromastixones,Methanolyzed Spiromastixone K,,,
Spiromastixones,Spiromastixone A,,,
Spiromastixones,Spiromastixone B,,,
Spiromastixones,Spiromastixone C,,,
Spiromastixones,Spiromastixone D,,,
Spiromastixones,Spiromastixone E,,,
Spiromastixones,Spiromastixone F,,,
Spiromastixones,Spiromastixone G,,,
Spiromastixones,Spiromastixone H,,,
Spiromastixones,Spiromastixone I,,,
Spiromastixones,Spiromastixone J,,,
Spiromastixones,Spiromastixone K,,,
Spiromastixones,Spiromastixone L,,,
Spiromastixones,Spiromastixone M,,,
Spiromastixones,Spiromastixone N,,,
Spiromastixones,Spiromastixone O,,,
strychnobaillonine,strychnobaillonine,,,
tasiamides,tasiamide C,,,
tasiamides,tasiamide D,,,
tasiamides,tasiamide E,,,
Toddalins,(âˆ’)-Toddalolactone 3â€²-O-Î²-d-glucopyranoside,,,
Toddalins,3''-O-Demethyltoddalin A,,,
Toddalins,ent-Toddalolactone,,,
Toddalins,Toddalin A,,,
Toddalins,Toddalin B,,,
Toddalins,Toddalin C,,,
Toddalins,Toddalin D,,,
wikstroemioidins,wikstroemioidin E,,,
wikstroemioidins,wikstroemioidin J,,,
wikstroemioidins,wikstroemioidin T,,,
aplysinellamides,aplysamine-1-N-oxide,,,
aplysinellamides,aplysinellamide A,,,
aplysinellamides,aplysinellamide B,,,
aplysinellamides,aplysinellamide C,,,
aspidostomides,aspidazide A a,,,
aspidostomides,aspidazide A b,,,
aspidostomides,aspidazide A,,,
aspidostomides,aspidostomide A,,,
aspidostomides,aspidostomide B,,,
aspidostomides,aspidostomide E,,,
aspidostomides,aspidostomide F,,,
aspidostomides,aspidostomide G,,,
aspidostomides,aspidostomide H,,,
carpatamides,carpatamide A,,,
carpatamides,carpatamide Aa,,,
carpatamides,carpatamide C,,,
chlorospermines,chlorospermine A,,,
chlorospermines,chlorospermine B,,,
Clausena lansium derived compounds,claulamine C,,,
Clausena lansium derived compounds,claulamine D,,,
Clausena lansium derived compounds,claulamine E,,,
Clausena lansium derived compounds,clausemarin B,,,
Clausena lansium derived compounds,clausemarin C,,,
Clausena lansium derived compounds,clausemarin D,,,
Clausena lansium derived compounds,clausenaline B,,,
Clausena lansium derived compounds,clausenaline C,,,
Clausena lansium derived compounds,clausenaline E,,,
Clausena lansium derived compounds,clausenaline F,,,
Clausena lansium derived compounds,wampetin,,,
Dalea searlsiae derived compounds,(-)-millettosin,,,
Dalea searlsiae derived compounds,(-)-tephrosin,,,
Dalea searlsiae derived compounds,"(2S)-5'-(2-methylbut-3-en-2-yl)-8-(3-methylbut-2-en-1-yl)-5,7,2',4'-tetrahydroxyflavanone",,,
Dalea searlsiae derived compounds,calopogonium isoflavone A,,,
Dalea searlsiae derived compounds,griffonianone E,,,
Dalea searlsiae derived compounds,malheuran A,,,
Dalea searlsiae derived compounds,malheuran B,,,
Dalea searlsiae derived compounds,malheuran C,,,
Dalea searlsiae derived compounds,malheuran D,,,
dendrodochols,dendrodochol A,,,
dendrodochols,dendrodochol B,,,
dendrodochols,dendrodochol C,,,
dendrodochols,dendrodochol D,,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23R)-3,20,23,26,29-Pentahydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23R)-3,20,23,29-Tetrahydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23R)-3,20,23,29-Tetrahydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranosyl-(1â†’2)-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23R)-3,20,23-Trihydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranosyl-(1â†’2)-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23R,24R)-3,20,23,24,25,29-Hexahydroxydammaran-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23S)-3,20,23,29-Tetrahydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23S)-3,20,23,29-Tetrahydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranosyl-(1â†’2)-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23S)-3,20,23-Trihydroxydammar-24-en-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranosyl-(1â†’2)-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,"(3Î²,20S,23S,24R)-3,20,23,24,25-Pentahydroxydammaran-21-oic acid-21,23-lactone 3-O-Î²-d-glucopyranoside",,,
Gentianella azurea derived triterpenoids,13,,,
griseorhodin D,griseorhodin D,,,
isaridins,desmethylisaridin C1,,,
isaridins,desmethylisaridin G,,,
isaridins,isaridin G,,,
mahorone and 5-bromomahorone,5-bromomahorone,,,
mahorone and 5-bromomahorone,mahorone,,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3R,5E,7S)-Costatol B",,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3R,5E,7S)-Costatol",,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3R,5R,6S,7R)-Costatol C",,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3R,5R,6S,7R)-Costatol D",,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3R,5R,6S,7R)-Costatol E",,,
Plocamium hamatum and Plocamium costatum derived halogenated monoterpenes NULL,"(1Z,3S,5E,7S)-Costatone B",,,
